currency,main-programming-language,company-type,workmode,min-experience,max-experience,english-level,max-title,income-in-currency
Dólares,Typescript,Colombiana con mercado extranjero,Remoto,12,12,2,4,3500.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,7,7,4,4,190000000.0
Pesos,Soy Manager,Colombiana con mercado extranjero,Remoto,3,3,4,4,82000000.0
Pesos,Javascript,Extranjera,Remoto,5,5,2,3,52000000.0
Pesos,Typescript,Extranjera,Híbrido,1,1,2,3,38350000.0
Pesos,Go,Extranjera,Híbrido,2,2,1,1,108000000.0
Pesos,Javascript,Colombiana con mercado extranjero,Remoto,2,2,1,4,98000000.0
Pesos,Javascript,Colombiana con mercado extranjero,Híbrido,12,12,4,3,260000000.0
Dólares,Javascript,Colombiana con mercado nacional,Remoto,8,8,2,1,35000.0
Pesos,Javascript,Colombiana con mercado nacional,Híbrido,6,6,3,4,9500000.0
Dólares,Typescript,Extranjera,Remoto,5,5,1,2,36000.0
Dólares,Javascript,Soy independiente (Freelance),Remoto,12,12,4,4,150000.0
Pesos,Ruby,Extranjera,Remoto,7,7,3,5,192000000.0
Pesos,PHP,Colombiana con mercado nacional,Remoto,8,8,0,3,7000000.0
Pesos,Python,Extranjera,Remoto,23,23,3,5,21300000.0
Pesos,C#,Colombiana con mercado extranjero,Remoto,13,13,2,3,145000000.0
Dólares,Swift/Objective C,Colombiana con mercado extranjero,Remoto,7,7,4,4,30000.0
Pesos,Javascript,Colombiana con mercado nacional,Híbrido,2,2,3,4,15000000.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,2,2,1,5,2600000.0
Pesos,Javascript,Colombiana con mercado nacional,Híbrido,2,2,2,4,48000000.0
Dólares,Ruby,Extranjera,Remoto,15,15,3,4,66000.0
Pesos,PHP,Colombiana con mercado extranjero,Remoto,5,5,2,4,108300000.0
Pesos,PHP,Colombiana con mercado extranjero,Presencial,2,2,1,3,21792144.0
Pesos,Javascript,Colombiana con mercado extranjero,Remoto,11,11,3,4,180000000.0
Dólares,Elixir,Extranjera,Remoto,4,4,4,4,63600.0
Pesos,Python,Colombiana con mercado nacional,Remoto,1,1,2,4,8000000.0
Dólares,Typescript,Extranjera,Remoto,7,7,3,4,62000.0
Pesos,Typescript,Colombiana con mercado nacional,Presencial,1,1,2,2,37872000.0
Dólares,C#,Extranjera,Remoto,3,3,2,4,37560.0
Dólares,C#,Extranjera,Remoto,12,12,2,4,88000.0
Pesos,Javascript,Colombiana con mercado nacional,Remoto,5,5,1,3,50000000.0
Pesos,Java,Extranjera,Remoto,10,10,2,4,190000000.0
Dólares,Soy Manager,Extranjera,Remoto,18,18,2,4,54000.0
Pesos,Swift/Objective C,Extranjera,Remoto,7,7,4,4,400000000.0
Pesos,Python,Extranjera,Remoto,6,6,4,5,334000000.0
Pesos,Javascript,Extranjera,Híbrido,5,5,3,4,135200000.0
Pesos,Python,Colombiana con mercado extranjero,Remoto,5,5,4,5,180000000.0
Pesos,Java,Colombiana con mercado extranjero,Remoto,10,10,2,3,97200000.0
Pesos,Javascript,Colombiana con mercado extranjero,Híbrido,3,3,2,5,70000000.0
Pesos,SQL,Colombiana con mercado extranjero,Remoto,3,3,2,5,4700000.0
Pesos,Java,Colombiana con mercado extranjero,Remoto,6,6,3,5,200000000.0
Pesos,Javascript,Colombiana con mercado extranjero,Remoto,4,4,4,4,110000000.0
Pesos,C++,Extranjera,Híbrido,10,10,4,5,26500000.0
Pesos,Python,Colombiana con mercado nacional,Remoto,5,5,1,4,84000000.0
Pesos,Go,Extranjera,Remoto,7,7,2,4,200800000.0
Pesos,C#,Colombiana con mercado extranjero,Híbrido,7,7,3,4,170000000.0
Dólares,Typescript,Extranjera,Remoto,5,5,4,4,52000.0
Pesos,Java,Colombiana con mercado extranjero,Remoto,7,7,3,4,108600000.0
Pesos,Python,Colombiana con mercado nacional,Remoto,7,7,3,5,200000000.0
Pesos,Javascript,Extranjera,Remoto,8,8,4,4,390000000.0
Pesos,Dart,Extranjera,Remoto,5,5,1,4,175000000.0
Pesos,Javascript,Extranjera,Remoto,10,10,4,4,132000000.0
Dólares,Typescript,Extranjera,Remoto,13,13,4,1,110000.0
Dólares,Go,Extranjera,Remoto,4,4,3,1,36000.0
Dólares,Python,Extranjera,Remoto,6,6,4,4,75000.0
Pesos,Javascript,Colombiana con mercado nacional,Presencial,2,2,2,4,42000000.0
Pesos,Javascript,Colombiana con mercado nacional,Presencial,0,0,1,3,19220000.0
Pesos,Java,Extranjera,Remoto,10,10,1,5,260000000.0
Pesos,Java,Colombiana con mercado nacional,Remoto,12,12,2,5,191000000.0
Pesos,Typescript,Extranjera,Remoto,14,14,4,4,636400000.0
Pesos,Typescript,Extranjera,Remoto,12,12,3,4,235000000.0
Dólares,Javascript,Extranjera,Remoto,6,6,4,1,30000.0
Pesos,Kotlin,Colombiana con mercado extranjero,Remoto,9,9,3,2,204000000.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,9,9,1,4,252000000.0
Pesos,Typescript,Extranjera,Remoto,4,4,2,4,219000000.0
Dólares,Javascript,Extranjera,Remoto,8,8,4,4,80000.0
Pesos,Javascript,Colombiana con mercado extranjero,Remoto,5,5,4,5,110000000.0
Pesos,Javascript,Extranjera,Remoto,4,4,4,5,109200000.0
Pesos,C#,Colombiana con mercado extranjero,Remoto,2,2,4,4,58000000.0
Pesos,Javascript,Extranjera,Híbrido,12,12,4,3,95000000.0
Pesos,PHP,Colombiana con mercado nacional,Remoto,15,15,3,5,98000000.0
Pesos,Javascript,Colombiana con mercado nacional,Remoto,3,3,1,2,3500000.0
Pesos,Javascript,Colombiana con mercado nacional,Híbrido,4,4,0,4,2600000.0
Pesos,Typescript,Colombiana con mercado nacional,Presencial,1,1,1,3,160000.0
Pesos,Java,Extranjera,Híbrido,4,4,4,4,120000000.0
Pesos,Java,Colombiana con mercado extranjero,Remoto,2,2,3,3,100000000.0
Pesos,Javascript,Colombiana con mercado nacional,Híbrido,2,2,2,4,30000000.0
Pesos,Java,Colombiana con mercado nacional,Remoto,17,17,4,5,260000000.0
Pesos,Typescript,Extranjera,Remoto,6,6,3,4,205000000.0
Pesos,Javascript,Colombiana con mercado nacional,Remoto,8,8,2,4,82000000.0
Dólares,Javascript,Extranjera,Remoto,9,9,3,4,56700.0
Dólares,Javascript,Extranjera,Remoto,9,9,2,4,44.4
Pesos,Typescript,Colombiana con mercado nacional,Remoto,3,3,1,3,100000000.0
Pesos,Javascript,Extranjera,Remoto,7,7,4,4,228000000.0
Pesos,Kotlin,Extranjera,Híbrido,15,15,3,4,418000000.0
Pesos,C#,Colombiana con mercado extranjero,Remoto,22,22,2,2,22000000.0
Pesos,Java,Colombiana con mercado extranjero,Remoto,18,18,3,2,280000000.0
Pesos,Go,Extranjera,Híbrido,13,13,4,5,374000000.0
Dólares,C++,Soy independiente (Freelance),Remoto,10,10,2,1,87000.0
Pesos,Javascript,Colombiana con mercado extranjero,Remoto,9,9,3,3,300000000.0
Pesos,Ruby,Extranjera,Híbrido,15,15,4,4,204000000.0
Dólares,Typescript,Extranjera,Remoto,6,6,2,4,84000.0
Dólares,Python,Extranjera,Remoto,10,10,4,4,94000.0
Pesos,Java,Colombiana con mercado nacional,Remoto,5,5,3,4,66000000.0
Pesos,C#,Colombiana con mercado extranjero,Remoto,15,15,3,2,132000000.0
Dólares,Typescript,Extranjera,Remoto,10,10,4,4,144000.0
Dólares,PHP,Extranjera,Remoto,11,11,3,4,60000.0
Dólares,Typescript,Soy independiente (Freelance),Remoto,15,15,2,4,48000.0
Pesos,Otro lenguaje de programación,Extranjera,Híbrido,10,10,3,4,240000000.0
Pesos,Javascript,Colombiana con mercado extranjero,Híbrido,8,8,2,4,30000000.0
Pesos,Java,Colombiana con mercado extranjero,Remoto,10,10,1,2,139480000.0
Pesos,Python,Extranjera,Híbrido,28,28,4,5,800000000.0
Dólares,Javascript,Extranjera,Remoto,6,6,4,5,85200.0
Pesos,Ruby,Colombiana con mercado nacional,Remoto,4,4,2,4,266000000.0
Pesos,Java,Colombiana con mercado nacional,Remoto,3,3,2,4,48000000.0
Dólares,Python,Extranjera,Remoto,20,20,4,5,135000.0
Pesos,Javascript,Colombiana con mercado extranjero,Remoto,10,10,2,3,96000000.0
Dólares,Javascript,Soy independiente (Freelance),Remoto,10,10,3,4,107640.0
Pesos,SQL,Colombiana con mercado extranjero,Presencial,3,3,2,3,31000000.0
Pesos,Ruby,Colombiana con mercado nacional,Remoto,10,10,4,5,500000000.0
Pesos,Python,Colombiana con mercado nacional,Presencial,10,10,2,5,64000000.0
Pesos,Javascript,Colombiana con mercado extranjero,Híbrido,7,7,1,4,137570000.0
Pesos,Go,Colombiana con mercado nacional,Híbrido,3,3,2,5,103896000.0
Pesos,Typescript,Colombiana con mercado nacional,Remoto,3,3,4,4,67200000.0
Pesos,Python,Colombiana con mercado nacional,Híbrido,3,3,3,4,9500000.0
Pesos,Javascript,Colombiana con mercado nacional,Remoto,4,4,3,4,65000000.0
Pesos,Python,Extranjera,Remoto,3,3,3,4,158480000.0
Pesos,Python,Extranjera,Remoto,5,5,4,4,216000000.0
Dólares,Javascript,Extranjera,Remoto,13,13,4,4,156000000.0
Pesos,SQL,Extranjera,Remoto,4,4,4,4,145600000.0
Pesos,C#,Extranjera,Remoto,14,14,3,4,287600000.0
Pesos,Javascript,Extranjera,Remoto,15,15,4,5,546782500.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,8,8,3,3,336000000.0
Dólares,Python,Colombiana con mercado extranjero,Remoto,15,15,3,5,3200.0
Pesos,Typescript,Extranjera,Remoto,15,15,3,4,260000000.0
Dólares,PHP,Extranjera,Remoto,8,8,3,2,65000.0
Dólares,Javascript,Extranjera,Remoto,2,2,4,4,24000.0
Pesos,Typescript,Colombiana con mercado nacional,Remoto,3,3,1,4,4132000.0
Pesos,Javascript,Colombiana con mercado nacional,Presencial,3,3,3,2,28493806.0
Pesos,Java,Extranjera,Híbrido,10,10,2,4,252000000.0
Dólares,Kotlin,Extranjera,Remoto,4,4,2,4,21600.0
Pesos,PHP,Colombiana con mercado extranjero,Remoto,8,8,1,4,74360000.0
Pesos,Kotlin,Colombiana con mercado nacional,Híbrido,8,8,1,4,56100000.0
Dólares,Kotlin,Extranjera,Remoto,8,8,2,4,35000.0
Dólares,Otro lenguaje de programación,Extranjera,Remoto,11,11,4,4,105000.0
Dólares,Javascript,Extranjera,Remoto,7,7,2,4,60000.0
Pesos,SQL,Colombiana con mercado extranjero,Remoto,11,11,3,5,26000000.0
Pesos,Ruby,Colombiana con mercado extranjero,Remoto,8,8,3,4,192000000.0
Pesos,Python,Extranjera,Híbrido,7,7,1,3,170000000.0
Dólares,Typescript,Soy independiente (Freelance),Remoto,2,2,2,1,10800.0
Pesos,Typescript,Colombiana con mercado nacional,Remoto,5,5,3,4,42000000.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,3,3,1,5,36545000.0
Pesos,Java,Colombiana con mercado nacional,Remoto,12,12,2,4,11000000.0
Pesos,Typescript,Extranjera,Remoto,13,13,3,5,222060000.0
Pesos,Java,Colombiana con mercado nacional,Remoto,4,4,0,4,91000000.0
Pesos,Javascript,Extranjera,Remoto,10,10,2,4,70000000.0
Dólares,Javascript,Extranjera,Remoto,5,5,2,4,40000.0
Dólares,Python,Extranjera,Remoto,21,21,3,3,3800.0
Dólares,Soy Manager,Extranjera,Híbrido,2,2,4,3,35000.0
Dólares,C#,Extranjera,Remoto,12,12,4,4,76368.0
Pesos,Python,Extranjera,Híbrido,13,13,2,3,182000000.0
Pesos,Javascript,Colombiana con mercado nacional,Remoto,3,3,3,2,35000000.0
Dólares,Java,Extranjera,Remoto,9,9,3,4,72000.0
Pesos,Typescript,Extranjera,Remoto,7,7,4,5,547272000.0
Dólares,Java,Extranjera,Remoto,8,8,4,4,79200.0
Pesos,Swift/Objective C,Colombiana con mercado extranjero,Remoto,8,8,4,4,22000000.0
Pesos,Python,Colombiana con mercado nacional,Remoto,3,3,2,4,145000000.0
Dólares,PHP,Extranjera,Remoto,10,10,4,4,65000.0
Dólares,Python,Extranjera,Remoto,7,7,4,5,105000.0
Pesos,Swift/Objective C,Extranjera,Remoto,8,8,4,4,246571500.0
Pesos,Go,Colombiana con mercado nacional,Remoto,3,3,2,5,200000000.0
Pesos,Java,Colombiana con mercado nacional,Remoto,3,3,2,4,54990000.0
Dólares,Javascript,Extranjera,Remoto,6,6,3,4,35000.0
Pesos,Python,Colombiana con mercado nacional,Remoto,4,4,1,1,96000000.0
Pesos,Javascript,Colombiana con mercado nacional,Remoto,6,6,2,3,70000000.0
Pesos,Go,Colombiana con mercado nacional,Remoto,3,3,2,4,100000000.0
Pesos,Javascript,Extranjera,Remoto,14,14,1,4,220000000.0
Dólares,Ruby,Extranjera,Remoto,41,41,3,4,5000.0
Pesos,Ruby,Extranjera,Remoto,5,5,2,5,165000000.0
Pesos,Ruby,Extranjera,Híbrido,20,20,4,4,244800000.0
Pesos,Ruby,Extranjera,Híbrido,4,4,4,4,84000000.0
Dólares,Ruby,Extranjera,Híbrido,6,6,4,3,87000.0
Dólares,Rust,Extranjera,Remoto,21,21,4,4,72000.0
Pesos,Java,Colombiana con mercado extranjero,Remoto,4,4,2,2,135000000.0
Pesos,Java,Colombiana con mercado extranjero,Remoto,10,10,3,5,180000000.0
Dólares,Typescript,Extranjera,Remoto,12,12,4,4,150000.0
Pesos,Typescript,Colombiana con mercado extranjero,Remoto,6,6,2,5,100000000.0
Pesos,C#,Extranjera,Remoto,4,4,3,4,139000000.0
Dólares,Javascript,Extranjera,Remoto,10,10,3,4,84000.0
Pesos,Ruby,Extranjera,Remoto,5,5,4,4,175500000.0
Pesos,Javascript,Colombiana con mercado extranjero,Remoto,13,13,4,4,294000000.0
